id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url
197101,Of Dreams & Shadows,7.15023,313,104,15,2.7333,2016,2,6,120,180,180,14,Horror // Fantasy // Fighting // Adventure,Cooperative Game // Scenario / Mission / Campaign Game // Point to Point Movement // Dice Rolling // Role Playing,Gordon Alford,(Self-Published) // Greenbrier Games,https://boardgamegeek.com/xmlapi2/thing?id=197101&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
246862,Galaxy Hunters,7.48005,208,73,3,2.6667,2021,2,4,60,120,120,14,Science Fiction // Space Exploration // Miniatures,"Worker Placement // Worker Placement, Different Worker Types // Variable Player Powers // Set Collection",Daniel Alves,IDW Games,https://boardgamegeek.com/xmlapi2/thing?id=246862&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
134524,Lion Rampant: Medieval Wargaming Rules,7.85786,159,56,10,2.3,2014,2,2,60,240,240,14,Book // Miniatures // Medieval // Wargame,Measurement Movement // Line of Sight // Simulation // Dice Rolling // Variable Set-up,Daniel Mersey,Osprey Publishing // HT Publishers,https://boardgamegeek.com/xmlapi2/thing?id=134524&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
8325,The Desert Fox: Rommel's Campaign for North Africa April 1941-December 1942,7.20937,206,159,31,3.2903,1981,2,2,120,120,120,12,World War II // Wargame,Movement Points // Scenario / Mission / Campaign Game // Simulation // Zone of Control // Hexagon Grid // Ratio / Combat Results Table // Grid Movement // Dice Rolling,Richard H. Berg,"SPI (Simulations Publications, Inc.) // Six Angles",https://boardgamegeek.com/xmlapi2/thing?id=8325&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
100169,Hero of Weehawken: The Aaron Burr Conspiracy 1805-1807,7.50544,168,91,19,2.1579,2011,1,1,45,45,45,13,Political // Napoleonic // Educational // Civilization // Deduction,Area Movement // Solo / Solitaire Game,Robert Leonhard,Victory Point Games,https://boardgamegeek.com/xmlapi2/thing?id=100169&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
289467,Hour of Need,7.45577,182,60,10,2.8,2021,1,4,30,120,120,14,Dice // Miniatures,Scenario / Mission / Campaign Game // Variable Player Powers // Cooperative Game,Brady Sadler // Adam Sadler,Blacklist Games,https://boardgamegeek.com/xmlapi2/thing?id=289467&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
178655,Panzer Battles: 11th Panzer on the Chir River,7.48984,192,105,9,2.7778,2016,2,4,120,600,600,12,World War II // Wargame,Zone of Control // Hexagon Grid // Ratio / Combat Results Table // Grid Movement // Dice Rolling // Chit-Pull System,Dean Essig // Lee Forester,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=178655&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
43526,Germantown,7.43753,179,99,17,3.0,2010,2,2,180,180,180,21,Wargame // American Revolutionary War // Age of Reason,Hexagon Grid,Mark Miklos // Bill Madison,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=43526&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
369084,Tatsu,7.11358,212,46,5,1.8,2022,2,4,20,30,30,12,Card Game,Trick-taking,Wolfgang Werner,4GAMES // Matagot // WoodCat,https://boardgamegeek.com/xmlapi2/thing?id=369084&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
8887,Battle for Stalingrad,7.4567,197,143,30,3.3333,1980,2,2,180,720,720,12,World War II // Wargame,Movement Points // Simulation // Hexagon Grid // Ratio / Combat Results Table // Grid Movement // Dice Rolling // Chit-Pull System,John Hill (I),"Six Angles // SPI (Simulations Publications, Inc.) // Hobby Japan // Excalibre Games, Inc.",https://boardgamegeek.com/xmlapi2/thing?id=8887&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
279975,An Attrition of Souls,7.50989,177,75,21,2.381,2020,2,2,30,90,90,14,World War I // Wargame,"Deck, Bag, and Pool Building // Events // Simulation // Point to Point Movement // Dice Rolling",Scott W. Leibbrandt,Compass Games,https://boardgamegeek.com/xmlapi2/thing?id=279975&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
129348,FAB: Golan '73,7.4524,172,72,7,3.4286,2016,2,2,240,240,240,12,Wargame // Modern Warfare,Action Points // Area Movement // Simulation // Secret Unit Deployment // Dice Rolling // Chit-Pull System // Variable Set-up,Rick Young // Michael Gustavsson,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=129348&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
30958,Check Your 6!,7.81986,146,45,23,2.6957,2007,2,12,120,120,120,12,World War II // Miniatures // Aviation / Flight // Wargame,Simultaneous Action Selection // Simulation,Scott Fisher,SkirmishCampaigns,https://boardgamegeek.com/xmlapi2/thing?id=30958&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
194078,Operation Mercury: The Invasion of Crete,8.08355,152,90,10,3.9,2017,2,2,60,1710,1710,21,World War II // Wargame,Dice Rolling // Chit-Pull System // Hexagon Grid // Simulation,Joe Chacon,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=194078&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
191790,"Empires in America: The French and Indian War, 1754-1763 (Second Edition)",7.57865,185,85,13,2.8462,2016,1,1,50,50,50,13,Wargame // American Indian Wars // Age of Reason,Campaign / Battle Card Driven // Action Points // Solo / Solitaire Game // Point to Point Movement // Dice Rolling,Joseph Miranda,Victory Point Games,https://boardgamegeek.com/xmlapi2/thing?id=191790&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
349179,Solar 175,7.53432,182,83,14,2.9286,2023,1,4,40,120,120,14,Economic // Miniatures // Adventure // Exploration // Science Fiction,"Bribery // Deck, Bag, and Pool Building // Legacy Game // Area Majority / Influence // Voting // Worker Placement, Different Worker Types",Joseph N Adams // Madeleine Adams,Cogito ergo Meeple // Cotswold Games,https://boardgamegeek.com/xmlapi2/thing?id=349179&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
282033,Wing Leader: Victories 1940-1942 (Second Edition),8.21346,130,47,14,3.7143,2019,2,2,60,180,180,14,World War II // Aviation / Flight // Wargame,Movement Points // Square Grid // Simulation // Grid Movement // Dice Rolling,Lee Brimmicombe-Wood,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=282033&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
399987,A Message From the Stars,7.52012,164,113,12,2.5833,2024,2,8,45,45,45,11,Number // Science Fiction // Word Game // Deduction,Communication Limits // Team-Based Game // Cooperative Game // Spelling // Pattern Recognition // Induction // Deduction,Clarence Simpson,Allplay,https://boardgamegeek.com/xmlapi2/thing?id=399987&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
267377,WWII Commander: Battle of the Bulge,7.8329,155,78,19,2.5789,2020,2,2,45,300,300,21,World War II // Wargame,Movement Points // Area Movement // Scenario / Mission / Campaign Game // Simulation // Ratio / Combat Results Table // Dice Rolling,John H. Butterfield,Compass Games,https://boardgamegeek.com/xmlapi2/thing?id=267377&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
331804,Solani,7.33861,184,62,7,2.2857,2023,1,4,30,60,60,14,Abstract Strategy // Mythology,Open Drafting // Tile Placement // End Game Bonuses,Drake Villareal,Final Frontier Games,https://boardgamegeek.com/xmlapi2/thing?id=331804&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
308329,The Batman Who Laughs Rising,7.09769,268,77,8,2.375,2020,1,4,60,90,90,15,Dice // Card Game // Comic Book / Strip // Movies / TV / Radio theme,Cooperative Game // Worker Placement with Dice Workers // Solo / Solitaire Game // Die Icon Resolution // Re-rolling and Locking // Dice Rolling // Open Drafting,Patrick Marino // Andrew Wolf,Extended Play Productions // The Op Games,https://boardgamegeek.com/xmlapi2/thing?id=308329&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
69136,"Bloody April, 1917: Air War Over Arras, France",7.24794,223,125,42,4.0952,2012,1,2,120,120,120,21,World War I // Aviation / Flight // Wargame,Events // Scenario / Mission / Campaign Game // Simulation // Hexagon Grid // Grid Movement // Dice Rolling,Terry Simo,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=69136&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
13403,Three Battles of Manassas,7.81834,154,98,27,3.3704,2004,2,2,180,180,180,14,Wargame // American Civil War,Hexagon Grid,Dean Essig // David A. Powell // Thomas Prowell,Multi-Man Publishing // The Gamers,https://boardgamegeek.com/xmlapi2/thing?id=13403&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
21436,18FL,7.02565,209,91,21,3.619,2006,2,4,150,150,150,12,Economic // Trains,Stock Holding // Tile Placement // Network and Route Building,David G. D. Hecht,"(Web published) // Golden Spike Games // Deep Thought Games, LLC",https://boardgamegeek.com/xmlapi2/thing?id=21436&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
8316,Over the Reich,7.78702,181,63,34,3.9412,1993,2,10,120,120,120,12,World War II // Aviation / Flight // Wargame,Team-Based Game // Three Dimensional Movement // Scenario / Mission / Campaign Game // Simulation // Hexagon Grid // Grid Movement // Dice Rolling // Variable Set-up,J. D. Webster,Clash of Arms Games,https://boardgamegeek.com/xmlapi2/thing?id=8316&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
347347,Micro Cosmos,7.28007,200,108,19,2.8421,2023,1,4,40,90,90,10,Space Exploration // Science Fiction,Movement Points // Hand Management // Pick-up and Deliver // Area Movement // Solo / Solitaire Game // Chaining,Michał Jagodziński // Kamil Langie,Thistroy Games,https://boardgamegeek.com/xmlapi2/thing?id=347347&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
39939,"The Battle of Fontenoy: 11 May, 1745",8.63952,124,59,24,4.2083,2012,1,2,30,360,360,21,Wargame // Age of Reason,Dice Rolling // Hexagon Grid // Line of Sight,Paul Dangel // Mathew Hinkle,Clash of Arms Games,https://boardgamegeek.com/xmlapi2/thing?id=39939&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
105023,Fleet Commander: Nimitz – The WWII Pacific Ocean Solitaire Strategy Game,7.05072,265,150,26,2.6923,2014,1,1,180,180,180,21,Nautical // World War II // Wargame,Dice Rolling // Area Movement // Solo / Solitaire Game,Dan Verssen,"Dan Verssen Games (DVG) // Kokusai-Tsushin Co., Ltd. (国際通信社)",https://boardgamegeek.com/xmlapi2/thing?id=105023&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
244452,Wisdom of Solomon,7.42688,172,75,12,2.5833,2018,1,5,30,75,75,14,Religious // Ancient // Territory Building,Worker Placement // Network and Route Building,Philip duBarry,Funhill Games,https://boardgamegeek.com/xmlapi2/thing?id=244452&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
368386,El Burro: A La Granja Game,8.0237,124,73,17,4.1176,2024,1,4,75,150,150,12,Economic // Animals // Farming // Card Game,Market // Hand Management // Pick-up and Deliver // Solo / Solitaire Game // Multi-Use Cards // Die Icon Resolution // Variable Set-up,"Andreas ""ode."" Odendahl // Michael Keller (II)",Spielworxx,https://boardgamegeek.com/xmlapi2/thing?id=368386&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
295609,For the Queen,7.13705,220,70,7,1.1429,2019,2,6,30,120,120,13,Travel // Card Game // Exploration,Communication Limits // Storytelling // Cooperative Game // Turn Order: Pass Order,Alex Roberts (II),System Matters Verlag // Darrington Press // Evil Hat Productions // Bragelonne Games // The Hills Press,https://boardgamegeek.com/xmlapi2/thing?id=295609&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
312059,Zero Leader,8.51415,135,75,22,2.9091,2021,1,1,45,120,120,12,World War II // Card Game // Aviation / Flight // Wargame,Campaign / Battle Card Driven // Deck Construction // Solo / Solitaire Game // Simulation,Chuck Seegert,Dan Verssen Games (DVG),https://boardgamegeek.com/xmlapi2/thing?id=312059&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
388570,Jokkmokk: The Winter Market,7.24697,187,65,4,1.5,2023,1,5,45,45,45,12,Economic // Travel,Tile Placement // Turn Order: Time Track // Set Collection // Variable Phase Order // Variable Set-up,Henrik Larsson,WizKids (I),https://boardgamegeek.com/xmlapi2/thing?id=388570&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
263223,Next War: Vietnam,8.47308,130,58,12,4.3333,2020,1,2,120,1200,1200,14,Wargame // Modern Warfare,Area Movement // Scenario / Mission / Campaign Game // Simulation // Zone of Control // Hexagon Grid // Dice Rolling,Mitchell Land,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=263223&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
316410,The Third World War: Designer Signature Edition,8.81977,129,86,11,3.8182,2022,1,8,360,2200,2200,12,Wargame // Modern Warfare,Dice Rolling // Hexagon Grid // Simulation // Grid Movement,Frank Chadwick,Compass Games,https://boardgamegeek.com/xmlapi2/thing?id=316410&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
300127,1840: Vienna Tramways,7.3574,177,89,8,3.625,2020,2,6,180,240,240,12,Economic // Trains,Stock Holding // Tile Placement // Network and Route Building,"Leonhard ""Lonny"" Orgler",Lonny Games,https://boardgamegeek.com/xmlapi2/thing?id=300127&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
193727,Absolute War! The Russian Front 1941-45,7.36962,209,117,44,3.4318,2021,1,2,120,300,300,14,World War II // Wargame,Movement Points // Area Movement // Events // Scenario / Mission / Campaign Game // Simulation // Variable Set-up // Card Play Conflict Resolution,Carl Paradis,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=193727&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
268159,Warhammer: The Game of Fantasy Battles (6th Edition),7.47225,173,32,5,4.2,2000,2,2,180,360,360,12,Fantasy // Miniatures // Wargame,Dice Rolling // Modular Board // Variable Player Powers,Nigel Stillman // Jake Thornton // Alessio Cavatore // Tuomas Pirinen // Rick Priestley,Games Workshop Ltd.,https://boardgamegeek.com/xmlapi2/thing?id=268159&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
116046,18NY,7.67094,140,73,8,3.5,2011,2,6,300,300,300,12,Economic // Trains,Stock Holding // Tile Placement // Network and Route Building,Pierre LeBoeuf,"(Self-Published) // Golden Spike Games // Deep Thought Games, LLC // All-Aboard Games",https://boardgamegeek.com/xmlapi2/thing?id=116046&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
223996,"Minuit, Meurtre en Mer",7.14013,214,31,13,2.0,2017,2,6,60,90,90,12,Travel // Bluffing // Murder/Mystery // Exploration // Deduction,Paper-and-Pencil // Action Points // Area Movement,Alain Luttringer,Playagame Edizioni // Multifaces Editions,https://boardgamegeek.com/xmlapi2/thing?id=223996&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
3003,Crash Tackle Rugby Board Game,7.67409,171,80,32,2.4688,2001,2,2,40,160,160,10,Sports,Grid Coverage // Action Points // Hexagon Grid // Grid Movement // Dice Rolling,Marco Fuini,(Self-Published),https://boardgamegeek.com/xmlapi2/thing?id=3003&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
354669,Break the Cube,7.23763,183,35,5,1.6,2022,2,4,15,25,25,10,Deduction,Memory // Deduction,Ryohei Kurahashi,IELLO // Ludens Spirit // GaGa Games,https://boardgamegeek.com/xmlapi2/thing?id=354669&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
337070,Arkham Noir: Case #3 – Infinite Gulfs of Darkness,7.14992,232,57,8,2.875,2021,1,1,30,30,30,14,Novel-based // Card Game // Adventure // Horror // Fantasy,Open Drafting // Hand Management // Set Collection,Yves Tourigny,Raven Distribution // Ludonova // Edge Entertainment,https://boardgamegeek.com/xmlapi2/thing?id=337070&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
99573,Lock 'n Load Tactical: Heroes of the Pacific,8.235,130,61,10,3.8,2015,2,2,120,240,240,12,World War II // Wargame,Dice Rolling // Hexagon Grid // Line of Sight,David Heath // Jeff Lewis,"Lock 'n Load Publishing, LLC.",https://boardgamegeek.com/xmlapi2/thing?id=99573&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
225759,Armageddon War: Platoon Level Combat in the End War,7.97647,170,107,11,3.0909,2018,2,2,60,240,240,12,Wargame // Modern Warfare,Movement Points // Line of Sight // Scenario / Mission / Campaign Game // Simulation // Hexagon Grid // Grid Movement // Dice Rolling // Chit-Pull System,Greg Porter,Flying Pig Games // Banana Games,https://boardgamegeek.com/xmlapi2/thing?id=225759&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
164655,Don't Tread on Me: The American Revolution Solitaire Board Game,7.64012,167,113,24,2.7917,2014,1,1,240,240,240,12,American Revolutionary War // Wargame,Area Movement // Solo / Solitaire Game // Simulation // Area Majority / Influence // Dice Rolling // Chit-Pull System,Ben Madison,White Dog Games,https://boardgamegeek.com/xmlapi2/thing?id=164655&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
317411,Florence,7.00381,222,77,17,3.1176,2022,1,5,40,80,80,14,Economic // Renaissance // Political,"Resource to Move // Action Points // End Game Bonuses // Area Movement // Solo / Solitaire Game // Area Majority / Influence // Point to Point Movement // Worker Placement, Different Worker Types // Variable Set-up",Dean Morris,Maldito Games // Braincrack Games // Atalia // Giant Roc,https://boardgamegeek.com/xmlapi2/thing?id=317411&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
236475,The Werewolves of Miller's Hollow: Best Of,7.15479,236,50,2,2.0,2017,8,18,30,30,30,14,Party Game // Bluffing // Horror // Murder/Mystery // Deduction,Team-Based Game // Variable Player Powers // Voting // Player Elimination // Role Playing,Philippe des Pallières // Hervé Marly,Zygomatic // Lui-même // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=236475&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
337853,Angel Fury,7.82105,181,70,14,2.8571,2022,1,4,60,120,120,14,Dice // Miniatures // Mythology // Wargame // Religious // Fantasy,"Variable Player Powers // Hand Management // Market // Deck, Bag, and Pool Building // Action Points // Deck Construction // Area Movement // Grid Movement // Solo / Solitaire Game // Square Grid // Take That // Push Your Luck // Command Cards // Dice Rolling // Income",Daniel Fryxelius,FryxGames // Schwerkraft-Verlag // Intrafin Games // Stronghold Games // Rebel Sp. z o.o. // Lex Games // Maldito Games // MeepleBR,https://boardgamegeek.com/xmlapi2/thing?id=337853&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
409572,Intent to Kill,8.06175,166,40,17,2.4118,2023,2,4,60,60,60,16,Murder/Mystery // Deduction,Movement Points // Questions and Answers // Scenario / Mission / Campaign Game // Roles with Asymmetric Information // Variable Set-up // Induction // Deduction,Artur Khodzhikov,Hobby World,https://boardgamegeek.com/xmlapi2/thing?id=409572&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
172844,Charms,7.24176,176,77,5,2.2,2014,3,4,60,60,60,10,Card Game,Trick-taking // Auction/Bidding,新澤 大樹 (Taiki Shinzawa),倦怠期 (Kentaiki) // New Mill Industries,https://boardgamegeek.com/xmlapi2/thing?id=172844&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
7218,18VA,7.16242,186,85,13,4.3077,2001,2,5,210,210,210,14,Economic // Trains,Victory Points as a Resource // Network and Route Building // Market // Stock Holding // Tile Placement // Auction/Bidding,David G. D. Hecht,"(Self-Published) // Golden Spike Games // (Web published) // Deep Thought Games, LLC",https://boardgamegeek.com/xmlapi2/thing?id=7218&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
385720,Dustrunner,7.53401,172,73,7,1.8571,2023,1,1,20,40,40,12,Card Game // Science Fiction // Exploration // Racing,Push Your Luck // Race // Solo / Solitaire Game // Grid Movement,Jason Glover,Grey Gnome Games,https://boardgamegeek.com/xmlapi2/thing?id=385720&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
4368,In their Quiet Fields II,7.24121,199,105,33,3.1818,1995,2,2,240,240,240,12,Wargame // American Civil War,Hexagon Grid,Dean Essig,The Gamers,https://boardgamegeek.com/xmlapi2/thing?id=4368&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
260799,Trans Europa & Trans Amerika,7.13279,199,35,2,1.5,2018,2,6,25,40,40,8,Trains,Connections // Score-and-Reset Game // Race,Franz-Benno Delonge,Ravensburger,https://boardgamegeek.com/xmlapi2/thing?id=260799&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
224678,Baseball Highlights: 2045 – Spring Training,7.39733,161,54,3,2.6667,2017,1,2,45,45,45,9,Card Game // Science Fiction // Sports,"Deck, Bag, and Pool Building // Variable Player Powers",Mike Fitzgerald,Eagle-Gryphon Games,https://boardgamegeek.com/xmlapi2/thing?id=224678&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
320859,Sakura Arms: Yatsuha Box,8.31583,120,32,5,3.6,2022,2,2,10,20,20,10,Fighting // Card Game,Hand Management // Action Points // Deck Construction // Multi-Use Cards // Relative Movement // Interrupts,BakaFire,Level 99 Games,https://boardgamegeek.com/xmlapi2/thing?id=320859&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
314971,Ramen! Ramen!,7.00199,226,61,13,1.4615,2021,1,4,30,30,30,8,Number // Card Game,Score-and-Reset Game // Hand Management // Kill Steal // Push Your Luck // Set Collection // Open Drafting,Brendan Hansen,Hangom Games // Japanime Games // Lord of Boards // Don't Panic Games // Just Play Games,https://boardgamegeek.com/xmlapi2/thing?id=314971&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
9804,Gettysburg: Badges of Courage,7.04248,232,121,38,3.0789,2004,2,2,180,180,180,12,Wargame // Post-Napoleonic // American Civil War,Dice Rolling // Area Movement // Area-Impulse // Secret Unit Deployment,Tom Dalgliesh // Grant Dalgliesh,Columbia Games,https://boardgamegeek.com/xmlapi2/thing?id=9804&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
6431,Air & Armor,7.735,160,95,29,3.6207,1986,2,2,120,120,120,12,Wargame // Modern Warfare,Action Points // Simulation // Hexagon Grid // Grid Movement // Dice Rolling,Bruce S. Maxwell,West End Games,https://boardgamegeek.com/xmlapi2/thing?id=6431&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
237828,Anno Domini 1666,8.59709,179,60,12,3.3333,2019,2,2,60,120,120,14,Fantasy // Miniatures // Adventure // Age of Reason,Variable Player Powers // Hand Management // Grid Movement,Konrad Sosiński // Rafał Szwelicki,Wargamer Games Studio,https://boardgamegeek.com/xmlapi2/thing?id=237828&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
328687,Bantam West,8.13268,151,99,11,3.2727,2023,1,4,45,180,180,14,Fighting // Miniatures // Adventure // American West // Exploration,Variable Player Powers // Hand Management // Line of Sight // Market // Worker Placement // Action Points // Events // Modular Board // Variable Set-up // Dice Rolling // Role Playing,Ike Brunicardi,Bantam Planet // Game Harbor,https://boardgamegeek.com/xmlapi2/thing?id=328687&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
184561,Lock 'n Load Tactical: Heroes of the Nam,8.32521,119,44,14,3.4286,2015,2,2,60,240,240,12,Wargame // Vietnam War // Modern Warfare,Dice Rolling // Hexagon Grid // Simulation,Jeff Lewis,"Lock 'n Load Publishing, LLC.",https://boardgamegeek.com/xmlapi2/thing?id=184561&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
199076,Warmachine Prime Mk III,7.88058,139,36,6,4.3333,2016,2,4,60,60,60,12,Fantasy // Miniatures // Wargame,Dice Rolling // Variable Player Powers,David Carl // Jack Coleman // Matt Wilson (I) // Jason Soles,Privateer Press,https://boardgamegeek.com/xmlapi2/thing?id=199076&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
38805,Rebel Raiders on the High Seas,7.09044,202,112,36,2.6667,2013,2,2,360,360,360,21,Nautical // Wargame // Post-Napoleonic // American Civil War,Area Movement // Events // Simulation // Point to Point Movement // Dice Rolling,Mark McLaughlin,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=38805&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
295402,Waterloo Campaign 1815,7.31056,180,116,11,2.1818,2019,2,2,90,90,90,21,Napoleonic // Wargame,Hexagon Grid,Mark Herman,RBM Studio,https://boardgamegeek.com/xmlapi2/thing?id=295402&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
173574,1836Jr,7.07016,186,70,7,4.2857,2006,2,4,180,180,180,10,Economic // Trains,Stock Holding // Tile Placement // Network and Route Building // Auction/Bidding,David G. D. Hecht,(Self-Published) // Rusty Robot Games,https://boardgamegeek.com/xmlapi2/thing?id=173574&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
40258,Buffalo Wings,8.15819,149,106,25,2.88,2010,2,2,180,180,180,21,World War II // Aviation / Flight // Wargame,Dice Rolling // Hexagon Grid // Simulation,J. D. Webster,"LPS, Inc. // Against the Odds",https://boardgamegeek.com/xmlapi2/thing?id=40258&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
230751,Carcassonne für 2,7.09768,211,54,7,1.7143,2017,2,2,25,25,25,7,Territory Building // City Building // Medieval,Area Majority / Influence // Tile Placement,Klaus-Jürgen Wrede,Hans im Glück,https://boardgamegeek.com/xmlapi2/thing?id=230751&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
65313,Napoleon's War:  The 100 Days,7.1399,203,93,43,2.3256,2010,2,2,60,60,60,8,Napoleonic // Wargame,Hexagon Grid // Action Points // Simulation,Mike Wylie // Grant Wylie,Worthington Games,https://boardgamegeek.com/xmlapi2/thing?id=65313&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
347157,RabbitZ & Robots,7.61311,264,47,5,1.8,2022,1,5,15,20,20,10,Animals // Zombies // Card Game,Solo / Solitaire Game // Hand Management,Lorena Gestido // Javier Martínez Gómez,Top Toys // Rocket Lemon Games,https://boardgamegeek.com/xmlapi2/thing?id=347157&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
3226,Bowl Bound,7.05401,237,116,32,1.875,1973,1,4,60,60,60,12,Dice // Sports,Dice Rolling // Simulation,David S. Neft // Dr. Thomas Nicely,The Avalon Hill Game Co // April House // Sports Illustrated,https://boardgamegeek.com/xmlapi2/thing?id=3226&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
246700,Hard City,7.58596,208,69,7,2.4286,2020,1,5,30,60,60,12,Horror // Humor // Miniatures,Dice Rolling // Variable Player Powers // Action Points // Team-Based Game,Adam Kwapiński // Marek Raczyński,Hexy Studio // Lucrum Games,https://boardgamegeek.com/xmlapi2/thing?id=246700&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
339473,Taverns & Dragons,7.33838,198,75,18,2.3333,2023,1,5,40,60,60,10,Dice // Card Game // Adventure // Medieval // Fantasy,Movement Points // Worker Placement with Dice Workers // Pick-up and Deliver // Roll / Spin and Move // Different Dice Movement // Take That // Turn Order: Auction // Push Your Luck // Dice Rolling,Marc Vernet // Quentin Vernet,Board Zeppelin // Lord Raccoon Games,https://boardgamegeek.com/xmlapi2/thing?id=339473&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
